,Unnamed: 0,state,district,block,panchayat,village,stateCode,districtCode,blockCode,panchayatCode,locationType,name,slug,finyear,value,textValue,lastUpdateDate
92,4750,ANDHRA PRADESH,CHITTOOR,Penumuru,,,2,210,210050.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,223748.0,223748.0,2019-10-18
93,4898,ANDHRA PRADESH,CHITTOOR,Pichatur,,,2,210,210020.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,181495.0,181495.0,2019-10-18
94,5046,ANDHRA PRADESH,CHITTOOR,Pileru,,,2,210,210031.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,320462.0,320462.0,2019-10-18
95,5194,ANDHRA PRADESH,CHITTOOR,Pulicherla,,,2,210,210041.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,428603.0,428603.0,2019-10-18
96,5342,ANDHRA PRADESH,CHITTOOR,Punganur,,,2,210,210037.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,127443.0,127443.0,2019-10-18
97,5490,ANDHRA PRADESH,CHITTOOR,Puthalapattu,,,2,210,210051.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,179073.0,179073.0,2019-10-18
98,5638,ANDHRA PRADESH,CHITTOOR,Puttur,,,2,210,210044.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,166845.0,166845.0,2019-10-18
99,5786,ANDHRA PRADESH,CHITTOOR,Rama Kuppam,,,2,210,210063.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,375898.0,375898.0,2019-10-18
100,5934,ANDHRA PRADESH,CHITTOOR,Ramachandrapuram,,,2,210,210027.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,323280.0,323280.0,2019-10-18
101,6082,ANDHRA PRADESH,CHITTOOR,Ramasamudram,,,2,210,210036.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,188484.0,188484.0,2019-10-18
102,6230,ANDHRA PRADESH,CHITTOOR,Renigunta,,,2,210,210012.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,225972.0,225972.0,2019-10-18
103,6378,ANDHRA PRADESH,CHITTOOR,Rompicherla,,,2,210,210030.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,309580.0,309580.0,2019-10-18
104,6526,ANDHRA PRADESH,CHITTOOR,Santhi Puram,,,2,210,210064.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,477152.0,477152.0,2019-10-18
105,6674,ANDHRA PRADESH,CHITTOOR,Satyavedu,,,2,210,210018.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,327172.0,327172.0,2019-10-18
106,6822,ANDHRA PRADESH,CHITTOOR,Sodam,,,2,210,210040.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,283834.0,283834.0,2019-10-18
107,6970,ANDHRA PRADESH,CHITTOOR,Somala,,,2,210,210039.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,274565.0,274565.0,2019-10-18
108,7118,ANDHRA PRADESH,CHITTOOR,Srirangarajapuram,,,2,210,210047.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,309990.0,309990.0,2019-10-18
109,7266,ANDHRA PRADESH,CHITTOOR,Thamballapalle,,,2,210,210002.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,317727.0,317727.0,2019-10-18
110,7414,ANDHRA PRADESH,CHITTOOR,Thavanampalle,,,2,210,210053.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,159786.0,159786.0,2019-10-18
111,7562,ANDHRA PRADESH,CHITTOOR,Thottambedu,,,2,210,210015.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,305654.0,305654.0,2019-10-18
112,7710,ANDHRA PRADESH,CHITTOOR,Tirupati Rural,,,2,210,210026.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,200418.0,200418.0,2019-10-18
113,7858,ANDHRA PRADESH,CHITTOOR,Tirupati Urban,,,2,210,210011.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,4022.0,4022.0,2019-10-18
114,8006,ANDHRA PRADESH,CHITTOOR,Vadamalapeta,,,2,210,210025.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,381041.0,381041.0,2019-10-18
115,8154,ANDHRA PRADESH,CHITTOOR,Varadaiahpalem,,,2,210,210017.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,205657.0,205657.0,2019-10-18
116,8302,ANDHRA PRADESH,CHITTOOR,Vayalpad,,,2,210,210033.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,209486.0,209486.0,2019-10-18
117,8450,ANDHRA PRADESH,CHITTOOR,Veduru Kuppam,,,2,210,210043.0,,block,Persondays Generated so far,persondays-generated-so-far,19.0,284901.0,284901.0,2019-10-18
